Q12_OTHER_TEXT,Q13_OTHER_TEXT,Q14_OTHER_TEXT,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q16_OTHER_TEXT,Q17_OTHER_TEXT,Q18_OTHER_TEXT,Q19_OTHER_TEXT,Q20_OTHER_TEXT,Q21_OTHER_TEXT,Q24_OTHER_TEXT,Q25_OTHER_TEXT,Q26_OTHER_TEXT,Q27_OTHER_TEXT,Q28_OTHER_TEXT,Q29_OTHER_TEXT,Q2_OTHER_TEXT,Q30_OTHER_TEXT,Q31_OTHER_TEXT,Q32_OTHER_TEXT,Q33_OTHER_TEXT,Q34_OTHER_TEXT,Q5_OTHER_TEXT,Q9_OTHER_TEXT
,,,,,,"Spyder, Jupyter & RStudio",,,,,,,,,,,,,,,,,,,,,
,,,,SAS,,,,,,,,,,,,,,,,,,,,,,,
,Swayam,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,python with jupyter and spyder,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,colab,,,,,,CoLab,,,,,,,,,,,,,,,,,,,
,,,,Rapidminer,,,,,,,,,,,,,,,,,,,,,,,
Google,,,,,,"R, Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,rust,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python on Jupyter notebook ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
Linkedin,,,,,,"RStudio, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,A beginner so haven't used much. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,Catboost,,,,,,,,,
,,,,,,i mostly use jupyter notebooks,,,,,,,,,,,,,,,,,,,,,
,,jupyther notebook,,,,,,,,,,,,,,,,,,,,,,,,,
,,matlab,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,"We use it to make analysations to meetings with our clients. (We use other tools as well, but those are developed by us)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"AWS, GCP",,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,Knowledge Studio,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Spark mllib,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, PyCharm, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,Flexibilty,,,,,,,,,,,,,,,,,,,,Sysadmin,
,,,,,,Python 3+ with associated modules,,,,"Embarcadero Delphi, pyspark, databricks",,,spark databricks on AWS,,,,,,,,,,,,,,
,,,"Excel, jupiter",,,,,,,,,,,,,,,,,,,,,,,,
,,DataRobot,,,,,,,,,,,,,DataRobot,,,,,,,,DataRobot,,,,
,,excel,,,,,,,,,,tableau,,,,,,,,,,,,,,Tax,
,,,,,,"Python, R, Tableau",,,,,,Tableau,,Clustering and classification algorithms,,,,,,,,,,,,,
,Self Taught,,,"SPSS, R",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,算法工程师,
,,,Microsoft exele,,,,,,,,,,,,,,,,,,,,,,,,
,online mit courses,,,,,,that,,,,,,,,,,,,,,,,,,,,
,Imarticus institute,,,,,R studio,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,own cloud,,,,,,,,Analyze and understand data to scientific research
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qiita,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,SPSS,,,,,,Turbo Pascal,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,mlcourse.ai,,"Matlab, Origin",,,,,,,,,,,,,,,,,,,,,,,postdoctoral researcher,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"I',m a SPSS enthusiast that love streaming query",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio , python",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,book,,,,,jupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,numpy/scipy/python ecosystem,,,,,,ocaml,racket or scheme,gnuplot,,,,,,,,,,,,,,,
,,,,,,,Spark AWS,,Domino,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Anaconda",,,,,,,,,,,,,,,,,,,,,
,,,,,,"vim, pytorch, fasttext",,,,"julia, rust",Julia,,,,,,,,,,,,in-house ,I don't think automated ML tools are a good idea,,ML Engineer,
,,,,,,"Jupyter notebook, pandas, etc.",,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,Tableau,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,It's easier and faster ,,,,,,,,,,,,,,,,,,,,,
,IIIT bangalore and upgrad ,,"Tableau, R, Matplotlib",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SAP,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
Udacity,Books,RapidMiner,,,,,,RapidMiner,,PHP,,Google Charts,,,,,,RapidMiner,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,We analyze a data in sheets.,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ms Excel,,,,,file maker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,Local Python  or Jupyter,,,,C#,,,,,,,,,,,,,,,,,
,,,,"Sap data intelligence, R, Python ",,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Colab,,Colab,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Combination of cloud & local,,,,,,,,,,,,,,,,,,,Chief Data Officer,
,,,because its commonly used,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,Numpy,,,,,,,,,,,,,,,
,,,,,"Power BI, Tableau",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
LinkeIn,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,Sas,,,,,,sas,,,,,,,,,,,,,,,,,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,Exasol,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Product Owner,
,,,,spss,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,VS Code,,,,,,,,,,,,,,,,,,,,,
,,,,SAS,,,,SAS,,,,,,,,,,,,,,,,,,,
,,,"MS Excel ,postgis, geostatistics",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rm Python, Java",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,all ,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,pycharm,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Excel, Google Sheets",,,,,,,,,,,,,,,,,,,,,,,,
,,,MS Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab and rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,Professor,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,Economist,
,,,,,powerbi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,SQL excel,,,,,,,,,,,,,,,,,,,,,,,,
,offline coaching,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Excel, Google sheets",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau and Excel,,,,,,,,,,,,,,,,,,,,,Senior Analyst in AML,
,,,,,,RStudio,,,,,,,,,I've built my own,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,Pymc3,,,,,,,,,
,,,MSExcel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R studio, jupyterlab",,,,,,,,,,,,,,,,,,,,,
,,,,,,"JMP, Matlab, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
Twitter research community,"University courses made available online (Cal, Stanford, CMU)",,,,,JupyterLab and Python files,,,,,,,,,,,,,,,,,,,,,
,Knime,,,"SPSS, Knime",,,,,,,,,,,,,,,,,,,,,,Business Consultant,
,intellipaat,,,,salesForce,,,,,,,,,,,,,,,,,,,,,,
,,,R,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter notebooks",,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, pySpark",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Conda, jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JMP,,,,,,,,,,,,,,,,,,,,,,Software Developer + Student,
,,,,,,Data presentation using graphs. For testing hypothesis.,,,,,,,,,,,,,,,,,,,,,
,,Machine learning data,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STATA and SPSS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, R",,,,,,,,,,,,,,,,,,,,,
,,,"Microsoft Excel, in-house developed program",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,python matlabplot,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,Knime,,,,,,,,
,Stanford Online,,,JMP Pro,,,,Fortran (legacy code),,,,,,,,,,,,,,,,,,,
,Analytics Vidhya,,,,,Government cloud resources,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,Qlikview,,,,,,,,,,,,,,,,,,,,,,
,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,,,,,
,,,google sheets,,,,,,,,,,,,,,,,,,,,,,,,
,universty,,,spss,,,,,,,,,,,,,,,,,,,,,,,
datascienceacademy,datascienceacademy,,,,,jupyter,,,,,,,,,,,,,google collab,,,,,,,analyst support,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Basic,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,aws,,,,,,,,,,,,,,,,,,,,
"Google Crash Course, Github",,,basic excel sheets or csv files,,,,,,,C#,,,GPUs & TPUs are of Google Colab not personel hardware and by the way not even 64 bit of CPU I am totally dependent and have worked totally on Colab and Kaggle.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Upx Acadamy,,,,,"Anaconda, Jupyter lab",,,,,,,,,,,,,,,,,,,,,
Medium.com,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab / Google Colab,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio , JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,"Advanced Excel, R, stata",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,"MS Excel, SAS",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R, SQL and C.",,,RPUBS ,,,,,,,,,,,,,,,,,,
,,spyder,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,spss,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,VB Code,,,,PHP,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Basically excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ipython,,,,,,,,,,,,,,,,,,,,,
Medium,,Python,,,,,,Zeppelin,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Educator,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter Notebooks, Python and SQL",,Java,,,,,,,,,,,,,Bigquery,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,Julia,,,,,,,,,,,,,,,,,
,,,,,,pycharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, jupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,SAS,,,,Sas ,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter lab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Using Pandas,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,Data required entry,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Spyder ,,,,,,,,,,,,,,,,,,,,,
,,SQL,,,,,,,,,,,,,,,,,,,,,,,,Consultant,
,,,,,,,GCP VM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, jupyter, pandas",,,Github,,,,,,,,,,,,Don't know,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,Google Sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,N. A. ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mainly excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,pandas,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"SPSS, R",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter notebooks, Tableau, Kaggle kernel",,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,Zeppelin,Scala,,,,,,,,,,,,,,,MariaDB,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,,,Salesforce ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,SPSS,,,,,,SPSS,,,,,,,,,,,,,,,,,
,,,,,,JupyterNotebook,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,Python ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Google Colab,,,,,,,,,,,,,,,,,,,,,
,,"Own servers, Python",,,,,,vim,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,We use Microsoft Excel and SQL ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"JupyterLab, Anaconda",,,,C#,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"R,SAS",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Spyder",,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,own software,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"SPSS, R, Python Neo4j",,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Google Colab,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tableau,,,,,,,,,,,,,,,,,,,,,,
,,,google sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Anaconda, colab",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Wing, JupyterLab, ipython console, Visual Studio",,"Wing, UltraEdit, EmEditor",,,,,,"LDA, manifold learning, reinforcement learning",,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,"LSTM, HMM",,,,,,,,,,,,Software Engineer & Data Scientist,Software Development
LinkedIn,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Matlab",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MATLAB,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python environments,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,flatiron school,,,,,"JupyterLab, Prodigy",,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Architect,
,,,,,tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,Power BI,,,,,,,,,,,,,,,,,,,,,,
,upgrade,,,,,Jupiterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,eclipse,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,Digital Ocean,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,R,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,Tableau,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,R,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter",,Maple,,,,,,,,,,,,,,,,,,,
,,,,,,"Matplotlib, pandas, numpy, Anaconda. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R, Rapidminer, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Professor,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MS excel and sheets,,,,,,,,,,,,,,,,,,,,,,,Quality Analyst,
,,,,,,"Usually seaborn, matplotlib and bokeh",,,,,,,,,,,,,,,,,,,,,
,,,,,"cognos, tableau, QlikView",,,,,,,,,,,,,,,,,,,,,,
,,,,SPSS,,,,,,,,,,,,,,,,,,,,,,,
,Pluralsight,,,,,R and Python,,,,c#,,,,,,,,,,,,,,,,IT Manager / Master Student,
medium,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter nootebooks,,,,,,,,,,,,,,,,,,,,,
,Machinelearningmastery.com,,,,,Spyder,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,Jupyter,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Accountant,
,,,,,,na,,,,,,,,,,,,,,,,,,,Filemaker,,
,,,,Matlab,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio ,,,,,,,,,,,,,,,,,,,,Physician,
,,,,,,"Python, Jupyter Notebook",,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,Elixir,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter Notebooks, Tensorflow, Keras, Python, OpenCV, C++",,,,,,OpenCV,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter python,,,,,,,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,vast.ai,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Training from my senior,,"MS Excel, power bi",,,,,,,,,,,,,,,,,,,,,,,,Currently I have not given an opportunity to work with ML
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Google Sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau&Spotfire,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstusio, pycharm ",,,,,,,,,,,,,,,,,Spss,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
arxiv.org,,,,,,Jupyter notebooks,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,"Access,",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Toad,,,,,,,,,,,,,,,,,,,,,,
linkedin,just kaggle projects,,,,,RStudio,,,,,,highcharter,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Business Design,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Q,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,R Octave,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,none,,,,,,,,Go,,,,,,,,,,non-binary,,,,,,,
,,,,,Tablaeu,,,,,,,Tablaeu,,,,,,,,,,,,,,,
,,,,,Love to work for insights,,,,,,,,,,,,,,,,,,,,,,
,,,Google,,,,,,,,,,,,,,,,,,,,,,,,
,,,I used ms excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, JupyterNotebooks",,,,,,,,,,,,mlr,,,,,,,,,
,,,,,,Rstudio and Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,just started to use machine learning tools,,,,,,,,,,,,,,,,,,,,,,,Professor,
,,,,,AWS QuickSight,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,"Code Block, Eclipse, gedit, etc",,,,,,,,,,,,,,,,,,,
,,,microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PyCharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,pycharm,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,Stanford MOOCs,,,,,RStudio and Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sql,,,,,,,,GPU using in college labs,,"Numpy, Pandas etc..",basically ConvNet or CNN,,YOLO -V2&V3,,,,,,,,,
,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,Pandas,,,,,,,,,,,,,,Teacher,
,,,,,,python,,eclipse,,groovy,,,,,,,,,,,,Acumos,Acumos,,,,
